emotion,wav
fear,"[-9.5365866e-04 -7.2404189e-04 -5.7853910e-04 ... -2.5349218e-05
  8.2225277e-05 -5.7396846e-04]"
happy,"[-0.00232304  0.00584882  0.00892762 ...  0.01031691  0.0083121
  0.00728   ]"
neutral,"[ 0.03667674  0.04615433  0.04981411 ... -0.00141029 -0.00066691
  0.0002273 ]"
sad,"[-0.01419562 -0.01348497 -0.01302187 ... -0.00177642 -0.00181772
 -0.00180243]"
angry,[0.08831318 0.08492983 0.07888644 ... 0.02049262 0.02196171 0.02386494]
disgust,"[ 9.5112034e-04 -5.4196145e-05 -3.4379431e-05 ... -5.8449735e-03
 -6.6512180e-03 -7.5487704e-03]"
fear,[0.02935749 0.02406727 0.01943796 ... 0.00397564 0.00413341 0.00382235]
happy,"[-0.04155457 -0.04504176 -0.03975469 ... -0.01526581 -0.01399182
 -0.01114536]"
neutral,[0.00572453 0.00530876 0.00451786 ... 0.00717443 0.00626018 0.0049369 ]
sad,"[ 0.00281628 -0.00156555 -0.00701819 ... -0.00317794 -0.00411452
 -0.00528003]"
angry,"[-0.03125268 -0.02961581 -0.04534651 ... -0.00312645 -0.00310871
 -0.00259662]"
disgust,"[-0.004636   -0.00465322 -0.0050164  ...  0.01772872  0.01913976
  0.02147171]"
fear,"[ 0.00252185  0.00245509  0.00191216 ... -0.00081131 -0.00424972
 -0.00663781]"
happy,[0.00708674 0.00642651 0.00260157 ... 0.00197893 0.00212828 0.00278029]
neutral,"[-0.00413137 -0.01521362 -0.01210845 ... -0.01308911 -0.01410484
 -0.01530102]"
sad,[0.01067984 0.00983951 0.0036346  ... 0.0133335  0.01391328 0.00994828]
angry,"[ 0.05152181  0.04442869  0.03986522 ...  0.00079253 -0.00034712
 -0.00123999]"
disgust,"[ 0.00363372  0.0022023   0.00034852 ... -0.01210852 -0.01373819
 -0.01473698]"
fear,[0.0027574  0.00393173 0.00481123 ... 0.00326115 0.00347283 0.0070588 ]
happy,"[-0.00266551 -0.00323465 -0.00436699 ... -0.01900861 -0.01191894
 -0.00263509]"
neutral,"[ 0.03493601  0.03342003  0.03151006 ... -0.00977395 -0.02028795
 -0.02706441]"
sad,"[-0.00849599 -0.0087049  -0.00985531 ... -0.00057388 -0.00039039
  0.00011514]"
angry,[0.01711361 0.01329027 0.00977609 ... 0.01981753 0.01926404 0.01874687]
disgust,[0.03799761 0.04080303 0.04218135 ... 0.01790932 0.02285413 0.02530192]
fear,"[-0.0140474  -0.014848   -0.0184493  ... -0.01472354 -0.01776733
 -0.02159316]"
happy,"[-0.01469783 -0.0083777   0.00181583 ... -0.01310068 -0.01154441
 -0.01013102]"
neutral,"[ 0.00413849 -0.0021272  -0.00839794 ...  0.00059504  0.00037559
 -0.00019563]"
sad,"[ 0.00284391  0.00453644  0.00685809 ... -0.00292596 -0.00468962
 -0.00708522]"
angry,"[-0.01512824  0.00901867 -0.05586513 ...  0.11809649  0.08948274
  0.0406935 ]"
disgust,"[-0.02018057 -0.00324074 -0.00237505 ... -0.00435462 -0.00435622
 -0.00364197]"
fear,"[ 0.01302633  0.02181141  0.01581974 ... -0.00049473 -0.00067107
 -0.0007838 ]"
happy,"[-0.00302657 -0.00157793 -0.00568711 ... -0.01027373 -0.00956511
 -0.00728151]"
neutral,"[ 0.01123976  0.00770474 -0.00223095 ...  0.0039673   0.00687393
  0.01001285]"
sad,[0.01993797 0.0205116  0.0217013  ... 0.00560289 0.00543638 0.00569142]
angry,"[-0.010945   -0.00207944  0.00557927 ...  0.05230581 -0.2845431
 -0.49520728]"
disgust,"[ 0.0196821   0.02083441  0.02256353 ... -0.01747337 -0.01387601
 -0.00843643]"
fear,"[ 0.01682899  0.01619768  0.01489039 ... -0.00301376 -0.00612701
 -0.00887622]"
happy,"[ 0.1863456   0.16453147  0.1508939  ... -0.04915589 -0.04377739
 -0.04094871]"
neutral,"[ 0.00473183  0.00457145  0.0050145  ... -0.00013795  0.00024293
  0.00051175]"
sad,"[ 0.00112315  0.00245038  0.00209173 ... -0.00256914 -0.00126039
 -0.00066925]"
angry,"[ 0.00039113  0.00905187  0.01040754 ... -0.00257551 -0.00198652
 -0.00145456]"
disgust,"[-0.00900512 -0.01605244 -0.01788431 ... -0.00866036 -0.01142196
 -0.00997841]"
fear,"[ 0.00560697 -0.00287686 -0.00261398 ...  0.00281165  0.00310564
  0.00550995]"
happy,"[ 0.01087356  0.01527246 -0.01837322 ... -0.01322858 -0.00047023
  0.00280626]"
neutral,"[ 0.01786867 -0.01418588 -0.01480784 ...  0.02475786  0.0213715
  0.02117957]"
sad,"[-0.00564551 -0.00189822 -0.00318179 ...  0.00328462  0.00364774
  0.00376257]"
angry,[0.08502574 0.06469519 0.05064116 ... 0.0038065  0.00331056 0.00302272]
disgust,"[ 0.01037888  0.00545725 -0.00876786 ... -0.00223407 -0.00249728
 -0.00441427]"
fear,[0.05833738 0.07052436 0.08076137 ... 0.04119617 0.04437866 0.04636609]
happy,[0.0009573  0.00417093 0.00801633 ... 0.09563457 0.07832102 0.02927788]
neutral,"[-0.00027065  0.00054568  0.00155862 ...  0.00037792  0.00247627
  0.00481612]"
sad,"[-0.00578362 -0.00856911 -0.0113266  ...  0.00775411  0.00828399
  0.00829308]"
angry,[0.06765153 0.19606006 0.35499102 ... 0.00405897 0.00361431 0.00355275]
disgust,"[ 0.00358272  0.00138259 -0.00493364 ... -0.00456493  0.00069144
  0.00673333]"
fear,"[ 0.00180021  0.02179527  0.01478816 ... -0.00238376 -0.00326289
 -0.00371718]"
happy,[0.05265282 0.05129702 0.04385791 ... 0.00598024 0.00587371 0.00568915]
neutral,"[-0.03003866 -0.03008045 -0.02882967 ... -0.00252137 -0.00224933
 -0.00215485]"
sad,"[ 0.02140369  0.01744322  0.00082293 ... -0.00067247  0.00082695
  0.00093896]"
angry,"[-0.12286536 -0.10507113 -0.13394825 ... -0.11284646 -0.10842883
 -0.09556503]"
angry,[0.12648861 0.11691047 0.09937597 ... 0.0068567  0.00690874 0.00656507]
angry,"[-0.05079651 -0.04477582 -0.03460416 ... -0.00187221 -0.00164469
 -0.00116655]"
disgust,[0.07207924 0.04422157 0.01183308 ... 0.03605531 0.0308806  0.02611108]
disgust,"[ 0.00433974  0.00047352 -0.00473522 ...  0.00644361  0.00555944
  0.003536  ]"
disgust,"[-0.04736783 -0.04918075 -0.05909685 ...  0.00610216  0.00673712
  0.00690493]"
fear,"[-0.13684529 -0.14128523 -0.11665499 ...  0.00598997  0.00638417
  0.00591944]"
fear,"[-0.01864141 -0.0179119  -0.01935215 ...  0.00180928  0.00222395
  0.00269431]"
fear,[0.00199432 0.0027547  0.00363553 ... 0.02025018 0.02274089 0.02354707]
happy,"[ 0.00705554  0.00621503  0.0052021  ...  0.01113055 -0.01664784
 -0.03185132]"
happy,[0.00175784 0.00292562 0.00276627 ... 0.00641442 0.00497037 0.0035525 ]
happy,[0.00445324 0.01513914 0.02112008 ... 0.00702126 0.00532389 0.0042768 ]
neutral,"[ 0.04891598  0.04987598  0.04889249 ... -0.00496668 -0.00517517
 -0.00501619]"
sad,"[ 0.00695199  0.00521842  0.00347629 ... -0.00591909 -0.00854509
 -0.00732624]"
sad,"[-0.0110112  -0.01116588 -0.01030542 ... -0.00111379 -0.00080734
 -0.00040873]"
sad,[0.00104988 0.00183819 0.00031666 ... 0.0024909  0.00272921 0.00354874]
angry,"[-0.12432262 -0.12976888 -0.11226926 ... -0.00929393 -0.01914246
 -0.04390282]"
disgust,"[-0.02090741 -0.01986826 -0.01676472 ...  0.00573903  0.00421808
  0.00354896]"
fear,"[ 0.02607207  0.03235575  0.03719246 ... -0.01214957 -0.01095196
 -0.00827113]"
happy,[0.14311868 0.15826178 0.16822179 ... 0.03231512 0.03004936 0.02686169]
neutral,"[-0.00761941 -0.00284017  0.00352844 ... -0.00314463 -0.00192773
 -0.00242306]"
sad,"[-0.01439362 -0.0145215  -0.0155824  ... -0.00230676 -0.00168632
 -0.00115948]"
angry,"[-0.06400581 -0.11446755 -0.14055616 ... -0.00213486 -0.00389395
 -0.00638723]"
disgust,"[-0.01013806 -0.010282   -0.01118988 ...  0.00659954  0.00694218
  0.00720483]"
fear,"[-0.02149513 -0.02551999 -0.023961   ...  0.00123127  0.00498556
  0.01167828]"
happy,"[-0.00161644  0.00582062  0.00648925 ... -0.02124857  0.00309821
  0.00632078]"
neutral,"[ 0.07840563  0.08302103  0.07272195 ... -0.00916422 -0.00869597
 -0.00651523]"
sad,"[-0.0255147  -0.02183836 -0.02060058 ...  0.00232897  0.00188397
  0.00176345]"
angry,"[ 0.01169392  0.00613153 -0.00441278 ... -0.02320152 -0.02302911
 -0.02428594]"
disgust,[0.01433175 0.01397574 0.01282988 ... 0.01900365 0.01820809 0.01621963]
fear,"[ 0.00023346  0.00360812 -0.01163369 ...  0.01292804  0.01093996
  0.01003592]"
happy,"[ 0.02448671  0.02797045  0.02861871 ... -0.00370968 -0.0040562
 -0.00415101]"
neutral,"[ 0.03923718 -0.01496069 -0.02443893 ...  0.00374391  0.00466859
  0.00435696]"
sad,"[-0.00602617 -0.00579245 -0.00655555 ...  0.01177534  0.01819142
  0.01695452]"
angry,"[ 0.02829984  0.03024083  0.01150691 ... -0.03184567 -0.04658433
 -0.06106624]"
disgust,"[ 0.03087543  0.02636552  0.00645145 ... -0.00886033 -0.00862186
 -0.00709726]"
fear,"[-0.01190567 -0.00912935 -0.00728146 ...  0.00340556  0.00314808
  0.00245633]"
happy,"[-0.00882941 -0.01014571 -0.01508301 ... -0.00239528 -0.0060245
 -0.00486721]"
neutral,"[ 0.03119888  0.02822162  0.02412011 ... -0.00793561 -0.00750833
 -0.00727415]"
sad,"[-0.00132276 -0.00033078 -0.00079556 ...  0.00453157  0.00450803
  0.0043504 ]"
angry,"[-0.01149739 -0.01416324 -0.01344092 ...  0.00421152  0.00411717
  0.00394121]"
disgust,"[-0.00361987 -0.00175802 -0.00021962 ... -0.00138122 -0.00258696
 -0.00108711]"
fear,"[-0.01327559 -0.01234451 -0.01109208 ... -0.0029039  -0.00254376
 -0.00204327]"
happy,"[-0.02818501 -0.0344102  -0.03967094 ...  0.03788617  0.04253256
  0.04798441]"
neutral,"[-0.00876257 -0.01013573 -0.01071884 ... -0.00446465 -0.0048001
 -0.00511134]"
sad,"[-0.01318299 -0.0128611  -0.01271083 ...  0.003513    0.00188287
  0.00159025]"
angry,"[-0.04208156 -0.1124048  -0.14480591 ...  0.2136931   0.20520025
  0.21786936]"
disgust,"[-0.00011767  0.00622434  0.00788618 ...  0.00809535  0.00961443
  0.01019343]"
fear,[0.01032201 0.01246114 0.01417061 ... 0.00403859 0.00371635 0.00249334]
happy,"[-0.00545845  0.01864899  0.03895774 ...  0.0030138   0.01524478
  0.02444253]"
neutral,[0.02525268 0.01866766 0.00754771 ... 0.00852733 0.00536218 0.00192689]
sad,[0.01216448 0.01715942 0.025229   ... 0.01226872 0.01226244 0.0119767 ]
angry,"[-0.00675022 -0.01021142 -0.01460364 ... -0.17780341 -0.18193106
 -0.18573295]"
disgust,"[-0.01549249 -0.01743804  0.00091978 ...  0.01032944  0.00716476
  0.01581913]"
fear,"[-0.01361785 -0.02241015 -0.01078803 ...  0.01723121  0.02049116
  0.0217987 ]"
happy,[0.00933636 0.01205727 0.01380144 ... 0.01318921 0.01501277 0.01559192]
neutral,"[-0.00096986 -0.00032303 -0.0038392  ... -0.02895198 -0.0252103
 -0.02089699]"
sad,[0.00108819 0.0024672  0.00362142 ... 0.00558193 0.00349981 0.00201255]
angry,"[-0.02341661 -0.01073507 -0.00312437 ...  0.00294081  0.00182399
  0.00190495]"
disgust,"[ 0.19086978  0.12350033  0.07648011 ... -0.01178258 -0.00158202
  0.0114736 ]"
fear,[0.0701385  0.03613003 0.01867242 ... 0.00990467 0.01841544 0.02640427]
happy,"[-0.46257216 -0.59576917 -0.5457759  ... -0.06654819 -0.09712761
 -0.09228019]"
neutral,"[ 0.00201334 -0.00979656 -0.01684026 ... -0.00792215 -0.00835093
 -0.00836242]"
sad,"[ 0.004811    0.00366276  0.00193978 ... -0.00160859 -0.00201828
 -0.00112113]"
angry,"[-0.19207475 -0.19406503 -0.10078169 ...  0.00378549  0.00405565
  0.00388014]"
disgust,"[-0.02810572  0.01408739  0.00482911 ... -0.00285631 -0.00270563
 -0.00265498]"
fear,"[ 0.01274108  0.01124023 -0.0037945  ... -0.00562646 -0.0081791
 -0.00701824]"
happy,"[ 0.04014822 -0.01695934  0.00507126 ...  0.00106764  0.00065835
 -0.00046493]"
neutral,"[-0.02275604 -0.01960145 -0.01751788 ... -0.0244078  -0.03039009
 -0.03475169]"
sad,[0.02001336 0.01391481 0.00446798 ... 0.03967402 0.03626136 0.00637696]
angry,"[-0.01047848 -0.01243661 -0.01420985 ... -0.00669724 -0.00715048
 -0.00660485]"
disgust,"[-0.00636728 -0.00556603 -0.00448888 ... -0.00126539  0.00049474
  0.00271175]"
fear,[0.04542403 0.0448655  0.04171826 ... 0.00023188 0.01934292 0.01285993]
happy,"[-0.01029841  0.00304353  0.02459674 ... -0.00365522 -0.00402248
 -0.00392345]"
neutral,"[ 0.00314614  0.00191686  0.00024137 ... -0.00176649 -0.00147738
 -0.0016227 ]"
sad,"[-0.01719647 -0.03313422  0.02208203 ...  0.00119412  0.00103617
  0.00024837]"
angry,"[-1.8784390e-01 -1.2860414e-01 -3.8070500e-02 ...  1.2734155e-04
 -1.1435015e-02 -2.4180913e-02]"
disgust,[0.03526891 0.03486425 0.03078351 ... 0.00693741 0.00726313 0.00703552]
fear,"[ 0.00611234  0.00569213  0.0055584  ... -0.00274127 -0.0038596
 -0.00406431]"
happy,"[-0.00321904 -0.00531357 -0.00641108 ... -0.00170845 -0.00107319
  0.00050598]"
neutral,"[ 0.02415013  0.02399733  0.02286418 ... -0.00379339 -0.00363961
 -0.00319042]"
sad,"[-0.02465169 -0.01805708 -0.01452471 ...  0.00453461  0.00455634
  0.00450525]"
angry,"[-0.25439528 -0.25420916 -0.2498698  ... -0.00543906 -0.00386249
 -0.00376349]"
angry,"[-1.9346926e-03  9.0901458e-06  5.0972938e-03 ...  6.3913380e-04
  3.1860289e-04  5.0123804e-04]"
angry,"[ 0.00816431  0.02080533 -0.01725487 ...  0.00640498  0.00458433
  0.00372923]"
disgust,[0.12093226 0.12495864 0.1258325  ... 0.04028507 0.04823454 0.05099932]
disgust,"[-0.00236916 -0.00211954 -0.00181578 ...  0.01283263  0.01210422
  0.01202816]"
disgust,"[ 0.01461525  0.01349942  0.01102056 ... -0.00365255 -0.0041363
 -0.00381387]"
fear,"[ 0.00365676  0.00578387  0.00551603 ... -0.02729154 -0.02561937
 -0.02114858]"
fear,"[-0.01554461 -0.01550904 -0.01596786 ... -0.00248312 -0.00312304
 -0.00393982]"
fear,[0.00189497 0.00147261 0.00172007 ... 0.01284593 0.01302159 0.01222959]
happy,[0.00124296 0.00085372 0.0009106  ... 0.19935967 0.16998552 0.12235702]
happy,"[-0.00646471 -0.00645295 -0.00600324 ...  0.00319597  0.00339847
  0.00331605]"
happy,"[-0.07053955 -0.11224511 -0.14669836 ...  0.00245686  0.0027236
  0.002726  ]"
neutral,[0.02074965 0.01440212 0.00674048 ... 0.00322244 0.00266863 0.00273229]
sad,"[-0.01246846 -0.01092585 -0.007838   ... -0.00369734 -0.00473462
 -0.00574062]"
sad,"[-0.01260562 -0.01390269 -0.01556931 ...  0.00290698  0.00318466
  0.00398022]"
sad,"[ 0.00068614  0.0011961   0.0015736  ... -0.0080221  -0.00800184
 -0.00838702]"
angry,"[ 0.31818354  0.24950032  0.19122401 ... -0.09101119 -0.07974698
 -0.08137325]"
disgust,"[-0.00715578 -0.00691036 -0.00673214 ... -0.00111294 -0.00193608
 -0.00175174]"
fear,"[ 0.00936284  0.00435679 -0.00107059 ...  0.00630758  0.00557797
  0.00448272]"
happy,"[-0.02067479 -0.02938237 -0.03963334 ... -0.00230313 -0.00241957
 -0.00284179]"
neutral,"[-0.02229562 -0.02558047 -0.03257914 ...  0.00281242  0.0023102
  0.00201491]"
sad,"[ 0.02862418  0.03185561  0.03549995 ... -0.00493795 -0.00309412
 -0.00202146]"
angry,"[ 0.07211354  0.06506357  0.0589416  ...  0.00478854  0.00118676
 -0.00567775]"
disgust,[0.02897028 0.03260572 0.03293366 ... 0.0009088  0.00021907 0.00080707]
fear,[0.00741821 0.00951651 0.0129421  ... 0.00953328 0.01246387 0.01469145]
happy,"[-0.00968391 -0.01569901 -0.01961592 ... -0.00285671 -0.0050149
 -0.00600283]"
neutral,"[-0.02052736 -0.02122471 -0.02092597 ... -0.00106166 -0.00060131
  0.00022127]"
sad,[0.02061187 0.02290654 0.02763196 ... 0.00688389 0.00705996 0.00736165]
angry,"[ 0.00264014 -0.01004226 -0.02278251 ...  0.02173378  0.02913674
  0.03461773]"
disgust,"[-0.00012632 -0.00043873 -0.00076084 ... -0.00686497 -0.00772404
 -0.00755632]"
fear,"[-0.01027085 -0.01016557 -0.01005427 ... -0.00549447 -0.02472208
  0.01202459]"
happy,"[-0.00477107  0.00031069 -0.00474167 ...  0.00614423 -0.00815967
 -0.02644271]"
neutral,"[ 0.0156725   0.01166976  0.00491184 ... -0.01889121 -0.01996167
 -0.01952749]"
sad,"[-0.01440546 -0.01516666 -0.01561312 ... -0.00791054 -0.00645224
 -0.00815515]"
angry,"[ 0.00533827  0.00522953  0.00510862 ... -0.17640299 -0.1669337
 -0.16491754]"
disgust,"[-0.01769066 -0.01486323 -0.01044664 ...  0.02839889  0.02941316
  0.02763187]"
fear,"[-0.03853634 -0.04034    -0.04122913 ... -0.053911   -0.05273837
 -0.05040899]"
happy,"[ 0.01214233  0.00214089 -0.0090005  ...  0.02710166  0.03819106
  0.04357982]"
neutral,[0.03717985 0.04059345 0.04287785 ... 0.00192612 0.00155485 0.00155279]
sad,"[-0.0170677  -0.01702467 -0.01706013 ... -0.00400428 -0.00474362
 -0.00342645]"
angry,"[-0.10565127 -0.09709056 -0.0798746  ...  0.00526557  0.00169101
  0.00030435]"
disgust,"[ 0.02285264  0.01722471  0.01109951 ... -0.0048548  -0.00522871
 -0.00558357]"
fear,"[-0.00465473  0.00796807 -0.00932667 ... -0.01560256 -0.01605509
 -0.01518213]"
happy,[0.03579482 0.03698846 0.03770721 ... 0.00231772 0.00397847 0.00656222]
neutral,[0.04078909 0.04724464 0.05391513 ... 0.07730797 0.07188595 0.06173548]
sad,"[ 0.0392983   0.04177534  0.04383692 ... -0.0013113  -0.00115007
 -0.00193112]"
angry,"[-0.14126952 -0.10987848 -0.06111129 ... -0.37575296 -0.4380961
 -0.46179116]"
disgust,"[ 0.02791658  0.0311654   0.03496854 ... -0.00498428 -0.01484119
 -0.02566838]"
fear,"[-0.04414679 -0.03783543 -0.0335588  ... -0.01142534 -0.00984006
 -0.00679508]"
happy,[0.06737588 0.07185694 0.07912405 ... 0.00566256 0.00663174 0.00752226]
neutral,[0.00878568 0.00881072 0.00850767 ... 0.00789064 0.00827966 0.00870128]
sad,"[ 0.01982994  0.020821    0.02184677 ... -0.00324059 -0.00246634
 -0.00246326]"
angry,"[-0.04709285  0.02891752  0.06113799 ...  0.10242458  0.15515903
  0.2411078 ]"
disgust,"[-0.03114072 -0.02321956 -0.01520891 ... -0.00054984  0.00173049
  0.00163092]"
fear,"[ 0.0198729   0.02060707  0.02015125 ...  0.00275243 -0.00148949
  0.003873  ]"
happy,"[ 0.14398274  0.17250946  0.1959916  ... -0.00853708 -0.00725177
 -0.006097  ]"
neutral,"[-0.00468205 -0.00472589 -0.00510947 ... -0.00624839 -0.00537569
 -0.00519482]"
sad,"[ 0.00409995 -0.00075328  0.00619913 ...  0.00467768  0.0040578
  0.00396336]"
angry,"[ 0.00490771  0.01495975  0.02029652 ... -0.05181142 -0.06384568
 -0.07069334]"
disgust,"[-0.04994451 -0.04039177 -0.03774301 ...  0.00133023 -0.00513093
 -0.00487844]"
fear,"[-0.01103848 -0.01125902 -0.0115088  ...  0.01354751 -0.0071889
 -0.03091111]"
happy,[0.01100818 0.00816057 0.01530637 ... 0.01507455 0.01515049 0.01513972]
neutral,[0.01100818 0.00816057 0.01530637 ... 0.01507455 0.01515049 0.01513972]
sad,[0.00063024 0.00358503 0.00179783 ... 0.02777356 0.02717469 0.02479179]
angry,"[-0.14936791 -0.15800016 -0.14152142 ... -0.00367477 -0.00348717
 -0.00306481]"
disgust,"[ 0.00072652  0.0034462   0.00084387 ... -0.02063955 -0.02138328
 -0.02222495]"
fear,"[-0.01386686 -0.01081916 -0.00806077 ...  0.00474598  0.00132449
  0.0015909 ]"
happy,[0.23228358 0.26837006 0.28783303 ... 0.02436191 0.01786448 0.01531176]
neutral,"[ 0.0082171  -0.00891877 -0.0108274  ... -0.04375115 -0.03582115
 -0.02849203]"
sad,"[ 0.00708201  0.00569174  0.00532929 ...  0.00434956 -0.00071839
  0.00863818]"
angry,"[-0.04070087 -0.02660763 -0.02323357 ... -0.00266604 -0.0115613
 -0.02440212]"
disgust,[0.01759691 0.01090487 0.00784883 ... 0.00799217 0.00802832 0.00731727]
fear,[0.05033042 0.06444106 0.07550198 ... 0.04020095 0.03983078 0.0399745 ]
happy,"[-0.01596502 -0.01756087 -0.01749206 ...  0.00666052  0.00702138
  0.00607665]"
neutral,"[ 0.02595351  0.02402073  0.02329309 ... -0.01084468 -0.00972744
 -0.00761925]"
sad,"[ 0.00281107  0.00289668  0.00322081 ... -0.0060907  -0.00661907
 -0.00669047]"
angry,"[ 0.03050458  0.05532601  0.00239438 ... -0.01006637 -0.01479432
 -0.01353957]"
disgust,"[-0.01487758 -0.01443839 -0.01360715 ...  0.00089037 -0.00068384
 -0.00067517]"
fear,"[-0.01224962 -0.01366582 -0.01478701 ... -0.00022214 -0.00077761
 -0.00108821]"
happy,"[-0.01038489 -0.00866152 -0.00755266 ...  0.00877818  0.00703868
  0.00535231]"
neutral,"[ 0.00311817  0.00304224  0.00282273 ... -0.02093028 -0.02242086
 -0.0228719 ]"
sad,"[-0.00871366 -0.00770366 -0.00734199 ... -0.00207744 -0.00145743
 -0.0014592 ]"
angry,[0.506008   0.5059332  0.4845832  ... 0.39587027 0.4049578  0.3454244 ]
angry,"[-0.00135659 -0.00125287 -0.00121209 ... -0.01471482 -0.01509479
 -0.02273094]"
angry,"[ 0.00951477  0.00955938  0.00921609 ... -0.00883324 -0.00673668
 -0.00541794]"
disgust,"[-0.03913984 -0.0402352  -0.04390381 ... -0.06125342 -0.07555617
 -0.06889305]"
disgust,"[-0.01866022 -0.01571376 -0.01850383 ... -0.05728477 -0.08373021
 -0.10237252]"
disgust,"[ 0.03968496  0.14402615  0.22967114 ... -0.01458533 -0.01691811
 -0.01210085]"
fear,"[-0.13410243 -0.02371901  0.07464634 ... -0.01654827 -0.02441574
 -0.02560055]"
fear,"[-0.0081191  -0.00883075 -0.00895874 ...  0.00433736  0.00512213
  0.00660301]"
fear,"[-0.09967943 -0.10679563 -0.1091921  ... -0.03546546 -0.04181894
 -0.04764116]"
happy,"[ 0.03972664  0.04158051  0.07087403 ... -0.00761496  0.00481184
  0.0204159 ]"
happy,"[-0.00338128 -0.0040232  -0.00466516 ... -0.01289685 -0.01203553
 -0.0114996 ]"
happy,"[-0.0100219  -0.01075417 -0.01153906 ...  0.00723987  0.00728569
  0.00718865]"
neutral,"[ 2.18454041e-02  2.42042243e-02  2.83333678e-02 ... -3.63601175e-05
 -4.48131323e-04 -1.08559056e-04]"
sad,"[-0.01018024 -0.01100809 -0.0121863  ... -0.00121019 -0.00059644
  0.00071849]"
sad,"[ 0.0040981   0.00381707  0.00321165 ... -0.01258137 -0.01246649
 -0.01208831]"
sad,"[ 0.01150062  0.0114647   0.01132504 ... -0.00755041 -0.0071934
 -0.00735576]"
angry,"[ 0.14421465  0.15297662  0.14856522 ... -0.04305091 -0.04700647
 -0.0506302 ]"
disgust,"[-0.00260192 -0.00327267 -0.00283266 ...  0.00516759  0.00560551
  0.00621649]"
fear,"[-0.00604419 -0.00746455 -0.00784022 ... -0.00391264 -0.00529136
 -0.00630659]"
happy,[0.01556482 0.0202609  0.02300697 ... 0.0030897  0.00382966 0.00516245]
neutral,"[ 0.02649253  0.02169899  0.01772405 ... -0.00680831 -0.0035968
 -0.00106005]"
sad,"[-0.0124026  -0.01119227 -0.01005447 ...  0.00624339  0.00598134
  0.00604267]"
angry,"[-0.01661659 -0.01649592 -0.01652395 ... -0.00298131 -0.0040197
 -0.00458114]"
disgust,"[-0.00526134 -0.00482397 -0.0042968  ...  0.00400177  0.00451978
  0.00369513]"
fear,"[ 0.00709177  0.0059038   0.0046942  ... -0.00181209 -0.00326573
 -0.00358588]"
happy,"[-0.01567991 -0.0128994  -0.01045626 ...  0.00421653  0.00370567
  0.00309936]"
neutral,[0.02075736 0.01031563 0.00069233 ... 0.00577575 0.00677901 0.00781332]
